date,fund_code,fund_name,dev_to_ma200_pct,level,alloc_ratio,base,dynamic,total,reserve_before,reserve_after,weekly_cap
2025-08-12,000083,汇添富消费行业混合,-0.95,mid,0.25,80.0,30.0,110.0,120.0,90.0,520.0
